"base_date","label","base_avg","base_sd","base_cv","base_n"
"2024-12-12","lab_baseline",943653.331869159,12087.8832365998,0.0128096651899237,214
"2024-12-12","loop_baseline",9714.89902155689,201.544399273977,0.0207459077883115,501
