"base_date","label","base_avg","base_sd","base_cv","base_n"
"2024-12-12","lab_baseline",2806.46781214953,9.98123817921306,0.00355651261560995,214
"2024-12-12","loop_baseline",-24.7346531996008,0.0926928277738472,-0.00374748847399822,501
