"base_date","label","base_avg","base_sd","base_cv","base_n"
"2024-12-12","lab_baseline",343.301228418605,0.15160289088159,0.000441603112170438,215
"2024-12-12","loop_baseline",-2.21333516961948,8.91390229064368,-4.02736215147034,1314
